item,cond,adjunct,contrast,pronoun,og_sent,sent,target
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes,",Allison
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes,",Emily
13,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After having herself in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having herself in multiple classes,",Emily
13,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After having himself in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having himself in multiple classes,",Emily
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte,",Sandra
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte,",Christine
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte,",Nancy
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte,",Patricia
14,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After buying herself a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying herself a pumpkin-spice latte,",Patricia
14,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After buying himself a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying himself a pumpkin-spice latte,",Patricia
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note,",Holly
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note,",Allison
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note,",Heather
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Eva
15,CATAMARAN2-REF-Match,Reflexive,Match,herself,"While writing herself a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing herself a reminder note,",Eva
15,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"While writing himself a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing himself a reminder note,",Eva
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea,",Angela
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea,",Stacy
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea,",Carmen
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Martha
16,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After pouring herself some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring herself some hot tea,",Martha
16,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After pouring himself some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring himself some hot tea,",Martha
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message,",Donna
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message,",Rebecca
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message,",Heather
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message,",Jennifer
17,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After leaving herself a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving herself a voice message,",Jennifer
17,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After leaving himself a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving himself a voice message,",Jennifer
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the",niece
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note,",Heidi
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note,",Monica
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note,",Valerie
18,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After sending herself a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending herself a thank-you note,",Valerie
18,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After sending himself a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending himself a thank-you note,",Valerie
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster,",Eva
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster,",Sara
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster,",Heather
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster,",Tiffany
19,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before taking herself on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking herself on the roller coaster,",Tiffany
19,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"Before taking himself on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking himself on the roller coaster,",Tiffany
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event,",Margaret
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event,",Melissa
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event,",Patricia
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event,",Stacy
20,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After taking herself to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking herself to a social event,",Stacy
20,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After taking himself to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking himself to a social event,",Stacy
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings,",Christine
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings,",April
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings,",Carmen
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings,",Eva
21,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before showing herself any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing herself any new paintings,",Eva
