item,cond,adjunct,contrast,pronoun,og_sent,sent,target,model,surp
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings,",Julia,gpt3,15.010367393493652
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings,",Meredith,gpt3,16.31293487548828
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",waitress,gpt3,16.53365135192871
21,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before showing herself any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing herself any new paintings, the",waitress,gpt3,15.57878589630127
21,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"Before showing himself any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing himself any new paintings, the",waitress,gpt3,19.034074783325195
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president,",Vanessa,gpt3,12.681415557861328
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president,",Vanessa,gpt3,18.88079833984375
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",granddaughter,gpt3,19.734682083129883
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Stephanie,gpt3,10.322103500366213
22,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After nominating herself for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating herself for class president,",Stephanie,gpt3,8.258455276489258
22,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After nominating himself for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating himself for class president,",Stephanie,gpt3,15.260960578918455
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice,",Jane,gpt3,13.498250007629396
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice,",Veronica,gpt3,21.197546005249023
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice,",Meredith,gpt3,16.652746200561523
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice,",Leslie,gpt3,15.686569213867188
23,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After watching herself on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching herself on the Voice,",Leslie,gpt3,12.424352645874023
23,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After watching himself on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching himself on the Voice,",Leslie,gpt3,14.993343353271484
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Anne,gpt3,9.961214065551758
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Natalie,gpt3,17.93238639831543
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract,",Stacy,gpt3,14.862655639648438
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Anna,gpt3,11.73658847808838
24,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before sending herself the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending herself the secret contract,",Anna,gpt3,7.976566791534424
24,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"Before sending himself the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending himself the secret contract,",Anna,gpt3,14.897319793701172
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry,",Adam,gpt3,8.78306770324707
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Chad,gpt3,15.342350959777832
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Derek,gpt3,15.320204734802246
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Kenneth,gpt3,14.53642463684082
1,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before offering himself a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering himself a fancy pastry,",Kenneth,gpt3,12.37364673614502
1,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before offering herself a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering herself a fancy pastry,",Kenneth,gpt3,16.81195831298828
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Eric,gpt3,10.754925727844238
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Carlos,gpt3,17.28493881225586
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Brett,gpt3,14.367785453796388
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",Kenneth,gpt3,14.251307487487791
2,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While driving himself to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving himself to school on Friday,",Kenneth,gpt3,11.363415718078612
2,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While driving herself to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving herself to school on Friday,",Kenneth,gpt3,16.475353240966797
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies,",Jerry,gpt3,11.199061393737791
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Travis,gpt3,15.728527069091797
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Curtis,gpt3,15.144081115722656
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",Derek,gpt3,15.51109504699707
3,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While baking himself some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking himself some cookies,",Derek,gpt3,10.076416969299316
3,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While baking herself some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking herself some cookies,",Derek,gpt3,15.741446495056152
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus,",Dennis,gpt3,11.731645584106444
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus, the",nephew,gpt3,17.387468338012695
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",Derek,gpt3,14.14513111114502
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the",grandson,gpt3,16.95081901550293
4,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After lifting himself onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting himself onto the bus, the",grandson,gpt3,15.611369132995604
4,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After lifting herself onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting herself onto the bus, the",grandson,gpt3,16.963308334350586
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime, the",man,gpt3,4.823114395141602
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime, the",boy,gpt3,11.297675132751465
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the",brother,gpt3,20.23706245422364
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Mitchell,gpt3,14.080750465393066
