item,exp,pronoun,cond,contrast,sent,target,model,surp
17,1,she,f,Match,"When she was in court,",Veronica,gpt-neo-125M,16.148218154907227
17,1,he,f,Mismatch,"When he was in court,",Gina,gpt-neo-125M,17.72372817993164
18,1,he,m,Match,"When he was poorly, the",boyfriend,gpt-neo-125M,14.190406799316406
18,1,she,m,Mismatch,"When she was poorly,",Gary,gpt-neo-125M,17.13998031616211
18,1,she,f,Match,"When she was poorly,",Samantha,gpt-neo-125M,17.595104217529297
18,1,he,f,Mismatch,"When he was poorly,",Florence,gpt-neo-125M,16.942129135131836
19,1,he,m,Match,"When he arrived,",George,gpt-neo-125M,12.177522659301758
19,1,she,m,Mismatch,"When she arrived,",Stephen,gpt-neo-125M,14.41075611114502
19,1,she,f,Match,"When she arrived,",Carolyn,gpt-neo-125M,15.63597297668457
19,1,he,f,Mismatch,"When he arrived,",Tiffany,gpt-neo-125M,16.670616149902344
20,1,he,m,Match,"When he was appointed,",William,gpt-neo-125M,11.006430625915527
20,1,she,m,Mismatch,"When she was appointed, the",grandson,gpt-neo-125M,13.798299789428713
20,1,she,f,Match,"When she was appointed,",Victoria,gpt-neo-125M,14.502031326293944
20,1,he,f,Mismatch,"When he was appointed,",Ellen,gpt-neo-125M,16.095874786376953
21,1,he,m,Match,"When he was fired,",Bill,gpt-neo-125M,11.69259262084961
21,1,she,m,Mismatch,"When she was fired,",Adam,gpt-neo-125M,13.894840240478516
21,1,she,f,Match,"When she was fired,",Martha,gpt-neo-125M,14.596075057983398
21,1,he,f,Mismatch,"When he was fired,",Susan,gpt-neo-125M,14.12340259552002
22,1,he,m,Match,"When he was close,",Paul,gpt-neo-125M,12.061850547790527
22,1,she,m,Mismatch,"When she was close,",Todd,gpt-neo-125M,15.238655090332031
22,1,she,f,Match,"When she was close,",Ruth,gpt-neo-125M,13.39408016204834
22,1,he,f,Mismatch,"When he was close,",Jessica,gpt-neo-125M,15.617419242858888
23,1,he,m,Match,"When he was retired,",Omar,gpt-neo-125M,16.224374771118164
23,1,she,m,Mismatch,"When she was retired,",Theodore,gpt-neo-125M,15.941927909851074
23,1,she,f,Match,"When she was retired,",Florence,gpt-neo-125M,14.590325355529783
23,1,he,f,Mismatch,"When he was retired,",Katherine,gpt-neo-125M,17.026514053344727
24,1,he,m,Match,"When he was abroad,",Kenneth,gpt-neo-125M,16.448087692260742
24,1,she,m,Mismatch,"When she was abroad,",Curtis,gpt-neo-125M,16.774410247802734
24,1,she,f,Match,"When she was abroad,",Diana,gpt-neo-125M,14.398625373840332
24,1,he,f,Mismatch,"When he was abroad,",Caroline,gpt-neo-125M,15.622354507446287
25,1,he,m,Match,"When he was discovered,",Paul,gpt-neo-125M,12.769403457641602
25,1,she,m,Mismatch,"When she was discovered, the",brother,gpt-neo-125M,12.671282768249512
25,1,she,f,Match,"When she was discovered,",Heidi,gpt-neo-125M,18.4687557220459
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,gpt-neo-125M,18.52836799621582
26,1,he,m,Match,"When he was busy, the",brother,gpt-neo-125M,12.66028118133545
26,1,she,m,Mismatch,"When she was busy,",Roger,gpt-neo-125M,15.240402221679688
26,1,she,f,Match,"When she was busy,",Ruth,gpt-neo-125M,13.997774124145508
26,1,he,f,Mismatch,"When he was busy,",Patricia,gpt-neo-125M,17.28823471069336
27,1,he,m,Match,"When he was twenty-one,",Derek,gpt-neo-125M,15.051513671875
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,gpt-neo-125M,14.625041007995604
27,1,she,f,Match,"When she was twenty-one,",Caroline,gpt-neo-125M,12.421368598937988
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,gpt-neo-125M,14.3491792678833
28,1,he,m,Match,"When he was annoyed,",Bill,gpt-neo-125M,12.639501571655272
28,1,she,m,Mismatch,"When she was annoyed,",Omar,gpt-neo-125M,17.88519859313965
28,1,she,f,Match,"When she was annoyed,",Laurie,gpt-neo-125M,18.963207244873047
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,gpt-neo-125M,19.23355484008789
29,1,he,m,Match,"When he was in church,",Derek,gpt-neo-125M,17.724660873413086
29,1,she,m,Mismatch,"When she was in church,",Douglas,gpt-neo-125M,17.083715438842773
29,1,she,f,Match,"When she was in church,",Sonia,gpt-neo-125M,17.37417221069336
29,1,he,f,Mismatch,"When he was in church,",Valerie,gpt-neo-125M,18.885967254638672
30,1,he,m,Match,"When he was banished,",Alan,gpt-neo-125M,15.044967651367188
30,1,she,m,Mismatch,"When she was banished,",Derek,gpt-neo-125M,16.82162094116211
30,1,she,f,Match,"When she was banished,",Erin,gpt-neo-125M,17.070646286010742
30,1,he,f,Mismatch,"When he was banished,",Sonia,gpt-neo-125M,18.16529083251953
31,1,he,m,Match,"When he was angry,",Daniel,gpt-neo-125M,14.11415195465088
31,1,she,m,Mismatch,"When she was angry,",Todd,gpt-neo-125M,15.681824684143066
31,1,she,f,Match,"When she was angry,",Erin,gpt-neo-125M,17.000463485717773
31,1,he,f,Mismatch,"When he was angry,",Julia,gpt-neo-125M,16.350839614868164
32,1,he,m,Match,"When he was distraught,",Paul,gpt-neo-125M,11.369625091552734
32,1,she,m,Mismatch,"When she was distraught, the",boy,gpt-neo-125M,7.649665832519531
32,1,she,f,Match,"When she was distraught,",Heidi,gpt-neo-125M,16.976539611816406
32,1,he,f,Mismatch,"When he was distraught,",Barbara,gpt-neo-125M,15.537015914916992
1,1,he,m,Match,"When he was off work,",Joel,gpt-neo-125M,15.33482837677002
1,1,she,m,Mismatch,"When she was off work,",Alan,gpt-neo-125M,13.433451652526855
1,1,she,f,Match,"When she was off work,",Rebecca,gpt-neo-125M,14.558978080749512
1,1,he,f,Mismatch,"When he was off work,",Stacy,gpt-neo-125M,17.772048950195312
2,1,he,m,Match,"When he arrived,",Raymond,gpt-neo-125M,15.394431114196776
2,1,she,m,Mismatch,"When she arrived,",Mitchell,gpt-neo-125M,15.169843673706056
2,1,she,f,Match,"When she arrived,",Samantha,gpt-neo-125M,15.965632438659668
2,1,he,f,Mismatch,"When he arrived,",Lisa,gpt-neo-125M,15.083888053894045
3,1,he,m,Match,"When he was fed up, the",boy,gpt-neo-125M,6.877108573913574
3,1,she,m,Mismatch,"When she was fed up,",Daniel,gpt-neo-125M,14.37086582183838
3,1,she,f,Match,"When she was fed up,",Lisa,gpt-neo-125M,13.947430610656738
3,1,he,f,Mismatch,"When he was fed up,",Jessica,gpt-neo-125M,15.92510223388672
4,1,he,m,Match,"When he was talking,",Carlos,gpt-neo-125M,14.37409782409668
4,1,she,m,Mismatch,"When she was talking,",Peter,gpt-neo-125M,11.401949882507324
4,1,she,f,Match,"When she was talking,",Diana,gpt-neo-125M,14.345725059509276
4,1,he,f,Mismatch,"When he was talking, the",lady,gpt-neo-125M,9.35047721862793
5,1,he,m,Match,"When he was nearby,",Stephen,gpt-neo-125M,13.876675605773926
5,1,she,m,Mismatch,"When she was nearby,",Peter,gpt-neo-125M,11.886371612548828
5,1,she,f,Match,"When she was nearby, the",daughter,gpt-neo-125M,10.600910186767578
5,1,he,f,Mismatch,"When he was nearby,",Katherine,gpt-neo-125M,16.750959396362305
6,1,he,m,Match,"When he was lost,",Walter,gpt-neo-125M,14.10657024383545
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,gpt-neo-125M,14.25192928314209
6,1,she,f,Match,"When she was lost,",Jessica,gpt-neo-125M,15.190913200378418
6,1,he,f,Mismatch,"When he was lost,",Paula,gpt-neo-125M,18.60489845275879
7,1,he,m,Match,"When he was bad-tempered,",Daniel,gpt-neo-125M,14.568557739257812
7,1,she,m,Mismatch,"When she was bad-tempered,",James,gpt-neo-125M,13.42088508605957
7,1,she,f,Match,"When she was bad-tempered,",Sarah,gpt-neo-125M,14.213665962219238
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,gpt-neo-125M,11.225911140441896
8,1,he,m,Match,"When he was jealous,",Alan,gpt-neo-125M,16.14078712463379
8,1,she,m,Mismatch,"When she was jealous,",Matt,gpt-neo-125M,15.211688995361328
8,1,she,f,Match,"When she was jealous,",Amy,gpt-neo-125M,14.536675453186035
8,1,he,f,Mismatch,"When he was jealous,",Rachel,gpt-neo-125M,16.319787979125977
9,1,he,m,Match,"When he was in residence,",Craig,gpt-neo-125M,15.976038932800291
9,1,she,m,Mismatch,"When she was in residence,",Stephen,gpt-neo-125M,14.986867904663086
9,1,she,f,Match,"When she was in residence,",Heidi,gpt-neo-125M,18.078187942504883
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,gpt-neo-125M,13.066636085510254
10,1,he,m,Match,"When he was introduced,",Martin,gpt-neo-125M,12.855738639831545
10,1,she,m,Mismatch,"When she was introduced,",Curtis,gpt-neo-125M,15.673501014709473
10,1,she,f,Match,"When she was introduced,",Heather,gpt-neo-125M,15.343597412109377
10,1,he,f,Mismatch,"When he was introduced,",Lisa,gpt-neo-125M,15.170173645019531
11,1,he,m,Match,"When he arrived,",Mitchell,gpt-neo-125M,15.059149742126465
11,1,she,m,Mismatch,"When she arrived,",Peter,gpt-neo-125M,11.922658920288086
11,1,she,f,Match,"When she arrived,",Eva,gpt-neo-125M,14.26703643798828
11,1,he,f,Mismatch,"When he arrived,",Valerie,gpt-neo-125M,18.068248748779297
12,1,he,m,Match,"When he felt sad,",Bill,gpt-neo-125M,15.43674659729004
12,1,she,m,Mismatch,"When she felt sad,",Derek,gpt-neo-125M,19.301496505737305
12,1,she,f,Match,"When she felt sad,",Jennifer,gpt-neo-125M,17.47467613220215
12,1,he,f,Mismatch,"When he felt sad,",Veronica,gpt-neo-125M,20.870222091674805
13,1,he,m,Match,"When he was present,",Bill,gpt-neo-125M,12.864157676696776
13,1,she,m,Mismatch,"When she was present,",Michael,gpt-neo-125M,11.483675003051758
13,1,she,f,Match,"When she was present,",Laurie,gpt-neo-125M,16.819847106933594
13,1,he,f,Mismatch,"When he was present,",Ruth,gpt-neo-125M,14.76733112335205
14,1,he,m,Match,"When he was depressed,",Stephen,gpt-neo-125M,14.69636344909668
14,1,she,m,Mismatch,"When she was depressed,",Curtis,gpt-neo-125M,16.967466354370117
14,1,she,f,Match,"When she was depressed, the",actress,gpt-neo-125M,12.2461576461792
14,1,he,f,Mismatch,"When he was depressed,",Cindy,gpt-neo-125M,17.85148048400879
15,1,he,m,Match,"When he was around,",Lawrence,gpt-neo-125M,14.817017555236816
15,1,she,m,Mismatch,"When she was around,",Adam,gpt-neo-125M,14.010727882385254
15,1,she,f,Match,"When she was around,",Donna,gpt-neo-125M,15.462581634521484
15,1,he,f,Mismatch,"When he was around,",Tara,gpt-neo-125M,16.317041397094727
16,1,he,m,Match,"When he was near,",Craig,gpt-neo-125M,15.343732833862305
16,1,she,m,Mismatch,"When she was near,",Frank,gpt-neo-125M,12.845837593078612
16,1,she,f,Match,"When she was near, the",actress,gpt-neo-125M,12.033730506896973
16,1,he,f,Mismatch,"When he was near,",Donna,gpt-neo-125M,16.881216049194336
17,1,he,m,Match,"When he was in court,",Gerald,gpt-neo-125M,15.35175609588623
17,1,she,m,Mismatch,"When she was in court,",Daniel,gpt-neo-125M,12.763822555541992
17,1,she,f,Match,"When she was in court,",Tara,gpt-neo-125M,15.57251262664795
17,1,he,f,Mismatch,"When he was in court,",Monica,gpt-neo-125M,16.463672637939453
18,1,he,m,Match,"When he was poorly,",Matt,gpt-neo-125M,15.327654838562012
18,1,she,m,Mismatch,"When she was poorly,",Peter,gpt-neo-125M,14.415525436401367
18,1,she,f,Match,"When she was poorly,",Stacy,gpt-neo-125M,19.147998809814453
18,1,he,f,Mismatch,"When he was poorly,",Sonia,gpt-neo-125M,19.25507164001465
19,1,he,m,Match,"When he arrived, the",brother,gpt-neo-125M,12.775772094726562
19,1,she,m,Mismatch,"When she arrived,",Martin,gpt-neo-125M,13.302515029907228
19,1,she,f,Match,"When she arrived,",Allison,gpt-neo-125M,16.212390899658203
19,1,he,f,Mismatch,"When he arrived,",Leslie,gpt-neo-125M,15.849284172058104
20,1,he,m,Match,"When he was appointed,",Gary,gpt-neo-125M,16.41480827331543
20,1,she,m,Mismatch,"When she was appointed,",Curtis,gpt-neo-125M,16.427309036254883
20,1,she,f,Match,"When she was appointed,",Katherine,gpt-neo-125M,16.05064582824707
20,1,he,f,Mismatch,"When he was appointed,",Paula,gpt-neo-125M,17.679067611694336
21,1,he,m,Match,"When he was fired, the",brother,gpt-neo-125M,13.459492683410645
21,1,she,m,Mismatch,"When she was fired,",Gary,gpt-neo-125M,14.419960975646973
21,1,she,f,Match,"When she was fired,",Samantha,gpt-neo-125M,16.719844818115234
21,1,he,f,Mismatch,"When he was fired,",Rebecca,gpt-neo-125M,15.380536079406738
22,1,he,m,Match,"When he was close, the",husband,gpt-neo-125M,11.2389554977417
22,1,she,m,Mismatch,"When she was close,",William,gpt-neo-125M,12.91906452178955
22,1,she,f,Match,"When she was close,",Barbara,gpt-neo-125M,15.299027442932127
22,1,he,f,Mismatch,"When he was close,",Sandra,gpt-neo-125M,16.71473503112793
23,1,he,m,Match,"When he was retired,",Curtis,gpt-neo-125M,15.780736923217772
23,1,she,m,Mismatch,"When she was retired,",Daniel,gpt-neo-125M,13.472010612487791
23,1,she,f,Match,"When she was retired,",Tara,gpt-neo-125M,15.625243186950684
23,1,he,f,Mismatch,"When he was retired,",Donna,gpt-neo-125M,16.82537841796875
24,1,he,m,Match,"When he was abroad,",Roger,gpt-neo-125M,15.409659385681152
24,1,she,m,Mismatch,"When she was abroad,",George,gpt-neo-125M,12.928075790405272
24,1,she,f,Match,"When she was abroad,",April,gpt-neo-125M,14.816181182861328
24,1,he,f,Mismatch,"When he was abroad,",Katherine,gpt-neo-125M,17.342363357543945
25,1,he,m,Match,"When he was discovered, the",man,gpt-neo-125M,5.890069961547852
25,1,she,m,Mismatch,"When she was discovered,",Peter,gpt-neo-125M,13.014544486999512
25,1,she,f,Match,"When she was discovered,",Heather,gpt-neo-125M,16.959030151367188
25,1,he,f,Mismatch,"When he was discovered,",Jessica,gpt-neo-125M,16.220306396484375
26,1,he,m,Match,"When he was busy,",Raymond,gpt-neo-125M,15.532217025756836
26,1,she,m,Mismatch,"When she was busy,",Stephen,gpt-neo-125M,14.382912635803224
26,1,she,f,Match,"When she was busy,",Allison,gpt-neo-125M,16.627450942993164
26,1,he,f,Mismatch,"When he was busy,",Barbara,gpt-neo-125M,15.874340057373049
27,1,he,m,Match,"When he was twenty-one,",Lawrence,gpt-neo-125M,13.406025886535645
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,gpt-neo-125M,8.528497695922852
27,1,she,f,Match,"When she was twenty-one,",Jessica,gpt-neo-125M,12.95786476135254
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,gpt-neo-125M,15.81812572479248
28,1,he,m,Match,"When he was annoyed,",Michael,gpt-neo-125M,13.223318099975586
28,1,she,m,Mismatch,"When she was annoyed,",Peter,gpt-neo-125M,13.423691749572754
28,1,she,f,Match,"When she was annoyed,",Andrea,gpt-neo-125M,17.025714874267578
28,1,he,f,Mismatch,"When he was annoyed,",Nina,gpt-neo-125M,19.002878189086918
29,1,he,m,Match,"When he was in church,",Gerald,gpt-neo-125M,16.748056411743164
29,1,she,m,Mismatch,"When she was in church,",Frank,gpt-neo-125M,14.052602767944336
29,1,she,f,Match,"When she was in church,",Martha,gpt-neo-125M,14.358033180236816
29,1,he,f,Mismatch,"When he was in church, the",grandmother,gpt-neo-125M,13.674934387207031
30,1,he,m,Match,"When he was banished, the",boyfriend,gpt-neo-125M,16.453847885131836
30,1,she,m,Mismatch,"When she was banished,",Roger,gpt-neo-125M,15.327676773071287
30,1,she,f,Match,"When she was banished,",Elaine,gpt-neo-125M,16.553586959838867
30,1,he,f,Mismatch,"When he was banished,",Erin,gpt-neo-125M,18.0407657623291
31,1,he,m,Match,"When he was angry,",Roger,gpt-neo-125M,15.648255348205566
31,1,she,m,Mismatch,"When she was angry,",Walter,gpt-neo-125M,15.80598258972168
31,1,she,f,Match,"When she was angry,",Allison,gpt-neo-125M,17.392541885375977
31,1,he,f,Mismatch,"When he was angry,",Ellen,gpt-neo-125M,16.495975494384766
32,1,he,m,Match,"When he was distraught,",Curtis,gpt-neo-125M,15.495429039001465
32,1,she,m,Mismatch,"When she was distraught,",Raymond,gpt-neo-125M,15.66837215423584
32,1,she,f,Match,"When she was distraught,",Allison,gpt-neo-125M,16.397403717041016
32,1,he,f,Mismatch,"When he was distraught,",Heidi,gpt-neo-125M,17.66468620300293
1,1,he,m,Match,"When he was off work,",Gary,gpt-neo-125M,14.002318382263184
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,gpt-neo-125M,10.492965698242188
1,1,she,f,Match,"When she was off work,",Jennifer,gpt-neo-125M,13.364625930786133
1,1,he,f,Mismatch,"When he was off work,",Andrea,gpt-neo-125M,16.17658805847168
2,1,he,m,Match,"When he arrived,",Martin,gpt-neo-125M,12.808398246765137
2,1,she,m,Mismatch,"When she arrived, the",man,gpt-neo-125M,6.084465503692627
2,1,she,f,Match,"When she arrived,",Katherine,gpt-neo-125M,15.342286109924316
2,1,he,f,Mismatch,"When he arrived,",Jennifer,gpt-neo-125M,15.674964904785156
3,1,he,m,Match,"When he was fed up,",Martin,gpt-neo-125M,13.973922729492188
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,gpt-neo-125M,16.456626892089844
3,1,she,f,Match,"When she was fed up,",Theresa,gpt-neo-125M,16.880386352539062
3,1,he,f,Mismatch,"When he was fed up,",Martha,gpt-neo-125M,16.004268646240234
4,1,he,m,Match,"When he was talking,",Vincent,gpt-neo-125M,13.787396430969238
4,1,she,m,Mismatch,"When she was talking,",Michael,gpt-neo-125M,11.0891752243042
4,1,she,f,Match,"When she was talking,",Cindy,gpt-neo-125M,14.225082397460938
4,1,he,f,Mismatch,"When he was talking,",Valerie,gpt-neo-125M,16.409433364868164
5,1,he,m,Match,"When he was nearby,",Martin,gpt-neo-125M,13.375136375427246
5,1,she,m,Mismatch,"When she was nearby,",Martin,gpt-neo-125M,13.729324340820312
5,1,she,f,Match,"When she was nearby,",Martha,gpt-neo-125M,14.832677841186523
5,1,he,f,Mismatch,"When he was nearby,",Eva,gpt-neo-125M,16.09752082824707
6,1,he,m,Match,"When he was lost,",James,gpt-neo-125M,12.935770988464355
6,1,she,m,Mismatch,"When she was lost,",Peter,gpt-neo-125M,12.9032621383667
6,1,she,f,Match,"When she was lost,",Patricia,gpt-neo-125M,16.93321418762207
6,1,he,f,Mismatch,"When he was lost,",Sara,gpt-neo-125M,16.211624145507812
7,1,he,m,Match,"When he was bad-tempered,",Gerald,gpt-neo-125M,17.46628761291504
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,gpt-neo-125M,15.835037231445312
7,1,she,f,Match,"When she was bad-tempered,",Sara,gpt-neo-125M,16.63678550720215
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,gpt-neo-125M,19.425886154174805
8,1,he,m,Match,"When he was jealous,",Roger,gpt-neo-125M,16.233016967773438
8,1,she,m,Mismatch,"When she was jealous,",Carl,gpt-neo-125M,15.14830493927002
8,1,she,f,Match,"When she was jealous, the",daughter,gpt-neo-125M,9.324195861816406
8,1,he,f,Mismatch,"When he was jealous,",Ruth,gpt-neo-125M,15.311034202575684
9,1,he,m,Match,"When he was in residence,",Vincent,gpt-neo-125M,16.33721923828125
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,gpt-neo-125M,13.795405387878418
9,1,she,f,Match,"When she was in residence, the",niece,gpt-neo-125M,15.230879783630373
9,1,he,f,Mismatch,"When he was in residence,",Heidi,gpt-neo-125M,18.809059143066406
10,1,he,m,Match,"When he was introduced,",Michael,gpt-neo-125M,12.0227632522583
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,gpt-neo-125M,13.01637077331543
10,1,she,f,Match,"When she was introduced,",Sara,gpt-neo-125M,14.23827838897705
10,1,he,f,Mismatch,"When he was introduced,",Margaret,gpt-neo-125M,14.90973949432373
11,1,he,m,Match,"When he arrived,",Jerry,gpt-neo-125M,14.047359466552734
11,1,she,m,Mismatch,"When she arrived,",Michael,gpt-neo-125M,11.992986679077148
11,1,she,f,Match,"When she arrived, the",daughter,gpt-neo-125M,10.47439193725586
11,1,he,f,Mismatch,"When he arrived,",Carolyn,gpt-neo-125M,16.88284683227539
12,1,he,m,Match,"When he felt sad,",Gerald,gpt-neo-125M,17.94384765625
12,1,she,m,Mismatch,"When she felt sad,",Peter,gpt-neo-125M,14.974596977233888
12,1,she,f,Match,"When she felt sad,",Diane,gpt-neo-125M,18.765214920043945
12,1,he,f,Mismatch,"When he felt sad,",Barbara,gpt-neo-125M,20.18585205078125
13,1,he,m,Match,"When he was present,",Michael,gpt-neo-125M,11.84890842437744
13,1,she,m,Mismatch,"When she was present,",James,gpt-neo-125M,12.019556045532228
13,1,she,f,Match,"When she was present,",Rebecca,gpt-neo-125M,14.70992374420166
13,1,he,f,Mismatch,"When he was present,",Monica,gpt-neo-125M,16.448467254638672
