item,cond,adjunct,contrast,pronoun,og_sent,sent,target,/data/gpt2_surp
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings,",Eva,16.81547737121582
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president,",Jennifer,11.770256996154785
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the",actress,14.067299842834473
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president,",Allison,13.0885648727417
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Katherine,15.25079345703125
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice,",Holly,13.864677429199219
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice,",Theresa,16.24807357788086
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice,",Jessica,11.701828956604004
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice,",Allison,16.220294952392578
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Theresa,13.742183685302734
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Lisa,14.930782318115234
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract,",Sandra,16.342252731323242
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Allison,15.68651008605957
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry,",Walter,14.834473609924316
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Curtis,16.84734535217285
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Scott,12.822613716125488
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Noah,15.221274375915527
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Michael,10.352560997009277
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Carl,14.318326950073242
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Scott,10.760388374328613
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the",son,10.443885803222656
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies, the",son,10.50800609588623
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Raymond,15.467190742492676
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Michael,11.632807731628418
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",Rodney,17.145477294921875
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus, the",son,11.349222183227539
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus,",Scott,13.173538208007812
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",Robert,12.355425834655762
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the",brother,12.531767845153809
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime,",Rodney,13.987061500549316
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime,",Michael,11.927620887756348
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime,",Robert,11.518584251403809
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Noah,15.265344619750977
6,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a guest embarrassed him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After a guest embarrassed him during the party,",Noah,14.429150581359863
6,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a guest embarrassed her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After a guest embarrassed her during the party,",David,11.785913467407227
6,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party,",Joel,15.372514724731445
6,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party,",Gregory,15.296465873718262
7,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an intern helped him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While an intern helped him shred the documents,",Matt,12.42308521270752
7,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an intern helped her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While an intern helped her shred the documents,",Scott,11.18698501586914
7,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents,",Gregory,12.735200881958008
7,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents,",Patrick,11.979942321777344
8,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While someone read him a bedtime story, William gently gestured to Luis to turn off the lights.","While someone read him a bedtime story,",Scott,13.315434455871582
8,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While someone read her a bedtime story, William gently gestured to Olivia to turn off the lights.","While someone read her a bedtime story,",Joel,16.333274841308594
8,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story,",Marcus,14.520210266113281
8,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story,",Peter,12.446331024169922
9,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a colleague cornered him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After a colleague cornered him next to the water cooler,",Joel,16.545305252075195
9,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a colleague cornered her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After a colleague cornered her next to the water cooler,",Gregory,15.023366928100586
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler,",David,11.702197074890137
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler,",Scott,12.170141220092773
