exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
OneEmbedding,wasn't thinking,hadn't respected,974,974_FF_him,ff,MismatchMismatch,obj,Laurie wasn't thinking that Heidi hadn't respected,him,3.3142549991607666
OneEmbedding,wasn't thinking,hadn't respected,974,974_MM_his,mm,MatchMatch,poss,Steven wasn't thinking that Kevin hadn't respected,his,3.028289318084717
OneEmbedding,wasn't thinking,hadn't respected,974,974_MF_his,mf,MatchMismatch,poss,Steven wasn't thinking that Heidi hadn't respected,his,2.295525550842285
OneEmbedding,wasn't thinking,hadn't respected,974,974_FM_his,fm,MismatchMatch,poss,Laurie wasn't thinking that Kevin hadn't respected,his,3.3634836673736572
OneEmbedding,wasn't thinking,hadn't respected,974,974_FF_his,ff,MismatchMismatch,poss,Laurie wasn't thinking that Heidi hadn't respected,his,3.172508955001831
OneEmbedding,hadn't agreed,wouldn't lead,975,975_MM_him,mm,MatchMatch,obj,Marcus hadn't agreed that that son wouldn't lead,him,4.606830596923828
OneEmbedding,hadn't agreed,wouldn't lead,975,975_MF_him,mf,MatchMismatch,obj,Marcus hadn't agreed that Karen wouldn't lead,him,3.5310592651367188
OneEmbedding,hadn't agreed,wouldn't lead,975,975_FM_him,fm,MismatchMatch,obj,This daughter hadn't agreed that that son wouldn't lead,him,5.903451442718506
OneEmbedding,hadn't agreed,wouldn't lead,975,975_FF_him,ff,MismatchMismatch,obj,This daughter hadn't agreed that Karen wouldn't lead,him,3.814420461654663
OneEmbedding,hadn't agreed,wouldn't lead,975,975_MM_his,mm,MatchMatch,poss,Marcus hadn't agreed that that son wouldn't lead,his,3.503727436065674
OneEmbedding,hadn't agreed,wouldn't lead,975,975_MF_his,mf,MatchMismatch,poss,Marcus hadn't agreed that Karen wouldn't lead,his,6.682707786560059
OneEmbedding,hadn't agreed,wouldn't lead,975,975_FM_his,fm,MismatchMatch,poss,This daughter hadn't agreed that that son wouldn't lead,his,4.498718738555908
OneEmbedding,hadn't agreed,wouldn't lead,975,975_FF_his,ff,MismatchMismatch,poss,This daughter hadn't agreed that Karen wouldn't lead,his,7.8124895095825195
OneEmbedding,liked,talks to,976,976_MM_him,mm,MatchMatch,obj,The nephew liked that Bruce talks to,him,1.899578332901001
OneEmbedding,liked,talks to,976,976_MF_him,mf,MatchMismatch,obj,The nephew liked that Heather talks to,him,1.9903764724731445
OneEmbedding,liked,talks to,976,976_FM_him,fm,MismatchMatch,obj,Gina liked that Bruce talks to,him,3.837664842605591
OneEmbedding,liked,talks to,976,976_FF_him,ff,MismatchMismatch,obj,Gina liked that Heather talks to,him,3.613420009613037
OneEmbedding,liked,talks to,976,976_MM_his,mm,MatchMatch,poss,The nephew liked that Bruce talks to,his,4.0629377365112305
OneEmbedding,liked,talks to,976,976_MF_his,mf,MatchMismatch,poss,The nephew liked that Heather talks to,his,5.845973014831543
OneEmbedding,liked,talks to,976,976_FM_his,fm,MismatchMatch,poss,Gina liked that Bruce talks to,his,3.85858416557312
OneEmbedding,liked,talks to,976,976_FF_his,ff,MismatchMismatch,poss,Gina liked that Heather talks to,his,6.929445266723633
OneEmbedding,confessed,watched,977,977_MM_him,mm,MatchMatch,obj,Wayne confessed that Omar watched,him,2.947723388671875
OneEmbedding,confessed,watched,977,977_MF_him,mf,MatchMismatch,obj,Wayne confessed that Nicole watched,him,1.99192476272583
OneEmbedding,confessed,watched,977,977_FM_him,fm,MismatchMatch,obj,Wendy confessed that Omar watched,him,4.607234001159668
OneEmbedding,confessed,watched,977,977_FF_him,ff,MismatchMismatch,obj,Wendy confessed that Nicole watched,him,4.348017692565918
OneEmbedding,confessed,watched,977,977_MM_his,mm,MatchMatch,poss,Wayne confessed that Omar watched,his,4.925873279571533
OneEmbedding,confessed,watched,977,977_MF_his,mf,MatchMismatch,poss,Wayne confessed that Nicole watched,his,4.564852714538574
OneEmbedding,confessed,watched,977,977_FM_his,fm,MismatchMatch,poss,Wendy confessed that Omar watched,his,5.56062126159668
OneEmbedding,confessed,watched,977,977_FF_his,ff,MismatchMismatch,poss,Wendy confessed that Nicole watched,his,6.892302513122559
OneEmbedding,isn't learning,hasn't referenced,978,978_MM_him,mm,MatchMatch,obj,That grandson isn't learning that Dennis hasn't referenced,him,4.277920246124268
OneEmbedding,isn't learning,hasn't referenced,978,978_MF_him,mf,MatchMismatch,obj,That grandson isn't learning that Alice hasn't referenced,him,4.375072956085205
OneEmbedding,isn't learning,hasn't referenced,978,978_FM_him,fm,MismatchMatch,obj,Heather isn't learning that Dennis hasn't referenced,him,4.957108974456787
OneEmbedding,isn't learning,hasn't referenced,978,978_FF_him,ff,MismatchMismatch,obj,Heather isn't learning that Alice hasn't referenced,him,5.147131443023682
OneEmbedding,isn't learning,hasn't referenced,978,978_MM_his,mm,MatchMatch,poss,That grandson isn't learning that Dennis hasn't referenced,his,3.660330057144165
OneEmbedding,isn't learning,hasn't referenced,978,978_MF_his,mf,MatchMismatch,poss,That grandson isn't learning that Alice hasn't referenced,his,4.701677322387695
OneEmbedding,isn't learning,hasn't referenced,978,978_FM_his,fm,MismatchMatch,poss,Heather isn't learning that Dennis hasn't referenced,his,3.7802088260650635
OneEmbedding,isn't learning,hasn't referenced,978,978_FF_his,ff,MismatchMismatch,poss,Heather isn't learning that Alice hasn't referenced,his,5.622086524963379
OneEmbedding,had remembered,taught,979,979_MM_him,mm,MatchMatch,obj,Gary had remembered that Michael taught,him,2.4945268630981445
OneEmbedding,had remembered,taught,979,979_MF_him,mf,MatchMismatch,obj,Gary had remembered that Anne taught,him,2.1666481494903564
OneEmbedding,had remembered,taught,979,979_FM_him,fm,MismatchMatch,obj,Barbara had remembered that Michael taught,him,3.6354823112487793
OneEmbedding,had remembered,taught,979,979_FF_him,ff,MismatchMismatch,obj,Barbara had remembered that Anne taught,him,3.2802209854125977
OneEmbedding,had remembered,taught,979,979_MM_his,mm,MatchMatch,poss,Gary had remembered that Michael taught,his,4.58001708984375
OneEmbedding,had remembered,taught,979,979_MF_his,mf,MatchMismatch,poss,Gary had remembered that Anne taught,his,7.421330451965332
OneEmbedding,had remembered,taught,979,979_FM_his,fm,MismatchMatch,poss,Barbara had remembered that Michael taught,his,5.042029857635498
OneEmbedding,had remembered,taught,979,979_FF_his,ff,MismatchMismatch,poss,Barbara had remembered that Anne taught,his,8.743145942687988
OneEmbedding,expects,won't shock,980,980_MM_him,mm,MatchMatch,obj,Steve expects that Russell won't shock,him,4.2379374504089355
OneEmbedding,expects,won't shock,980,980_MF_him,mf,MatchMismatch,obj,Steve expects that Suzanne won't shock,him,1.2078667879104614
OneEmbedding,expects,won't shock,980,980_FM_him,fm,MismatchMatch,obj,Sally expects that Russell won't shock,him,5.5940680503845215
OneEmbedding,expects,won't shock,980,980_FF_him,ff,MismatchMismatch,obj,Sally expects that Suzanne won't shock,him,2.303213357925415
OneEmbedding,expects,won't shock,980,980_MM_his,mm,MatchMatch,poss,Steve expects that Russell won't shock,his,4.399662971496582
OneEmbedding,expects,won't shock,980,980_MF_his,mf,MatchMismatch,poss,Steve expects that Suzanne won't shock,his,5.829962253570557
OneEmbedding,expects,won't shock,980,980_FM_his,fm,MismatchMatch,poss,Sally expects that Russell won't shock,his,4.419055461883545
OneEmbedding,expects,won't shock,980,980_FF_his,ff,MismatchMismatch,poss,Sally expects that Suzanne won't shock,his,5.565583229064941
OneEmbedding,can demonstrate,should hug,981,981_MM_him,mm,MatchMatch,obj,Marcus can demonstrate that Brett should hug,him,2.5841355323791504
OneEmbedding,can demonstrate,should hug,981,981_MF_him,mf,MatchMismatch,obj,Marcus can demonstrate that this sister should hug,him,3.969797372817993
OneEmbedding,can demonstrate,should hug,981,981_FM_him,fm,MismatchMatch,obj,Nancy can demonstrate that Brett should hug,him,4.018931865692139
OneEmbedding,can demonstrate,should hug,981,981_FF_him,ff,MismatchMismatch,obj,Nancy can demonstrate that this sister should hug,him,3.978991985321045
OneEmbedding,can demonstrate,should hug,981,981_MM_his,mm,MatchMatch,poss,Marcus can demonstrate that Brett should hug,his,2.8756396770477295
OneEmbedding,can demonstrate,should hug,981,981_MF_his,mf,MatchMismatch,poss,Marcus can demonstrate that this sister should hug,his,5.118906497955322
OneEmbedding,can demonstrate,should hug,981,981_FM_his,fm,MismatchMatch,poss,Nancy can demonstrate that Brett should hug,his,3.47200083732605
OneEmbedding,can demonstrate,should hug,981,981_FF_his,ff,MismatchMismatch,poss,Nancy can demonstrate that this sister should hug,his,5.807977676391602
OneEmbedding,expects,hugged,982,982_MM_him,mm,MatchMatch,obj,This man expects that Joel hugged,him,0.8979961276054382
OneEmbedding,expects,hugged,982,982_MF_him,mf,MatchMismatch,obj,This man expects that Elizabeth hugged,him,0.8450722694396973
OneEmbedding,expects,hugged,982,982_FM_him,fm,MismatchMatch,obj,Samantha expects that Joel hugged,him,4.304147243499756
OneEmbedding,expects,hugged,982,982_FF_him,ff,MismatchMismatch,obj,Samantha expects that Elizabeth hugged,him,3.1882710456848145
OneEmbedding,expects,hugged,982,982_MM_his,mm,MatchMatch,poss,This man expects that Joel hugged,his,4.090915203094482
OneEmbedding,expects,hugged,982,982_MF_his,mf,MatchMismatch,poss,This man expects that Elizabeth hugged,his,5.046027183532715
OneEmbedding,expects,hugged,982,982_FM_his,fm,MismatchMatch,poss,Samantha expects that Joel hugged,his,4.233336448669434
OneEmbedding,expects,hugged,982,982_FF_his,ff,MismatchMismatch,poss,Samantha expects that Elizabeth hugged,his,7.616793632507324
OneEmbedding,isn't noticing,insults,983,983_MM_him,mm,MatchMatch,obj,Keith isn't noticing that Steve insults,him,2.2680258750915527
OneEmbedding,isn't noticing,insults,983,983_MF_him,mf,MatchMismatch,obj,Keith isn't noticing that Linda insults,him,1.1908438205718994
OneEmbedding,isn't noticing,insults,983,983_FM_him,fm,MismatchMatch,obj,Holly isn't noticing that Steve insults,him,3.5317461490631104
OneEmbedding,isn't noticing,insults,983,983_FF_him,ff,MismatchMismatch,obj,Holly isn't noticing that Linda insults,him,2.1082677841186523
OneEmbedding,isn't noticing,insults,983,983_MM_his,mm,MatchMatch,poss,Keith isn't noticing that Steve insults,his,3.6630048751831055
OneEmbedding,isn't noticing,insults,983,983_MF_his,mf,MatchMismatch,poss,Keith isn't noticing that Linda insults,his,4.542154788970947
OneEmbedding,isn't noticing,insults,983,983_FM_his,fm,MismatchMatch,poss,Holly isn't noticing that Steve insults,his,4.664831161499023
OneEmbedding,isn't noticing,insults,983,983_FF_his,ff,MismatchMismatch,poss,Holly isn't noticing that Linda insults,his,5.998985767364502
OneEmbedding,wasn't knowing,isn't boring,984,984_MM_him,mm,MatchMatch,obj,Raymond wasn't knowing that the boy isn't boring,him,5.694454669952393
OneEmbedding,wasn't knowing,isn't boring,984,984_MF_him,mf,MatchMismatch,obj,Raymond wasn't knowing that Helen isn't boring,him,6.405611515045166
OneEmbedding,wasn't knowing,isn't boring,984,984_FM_him,fm,MismatchMatch,obj,Cindy wasn't knowing that the boy isn't boring,him,6.478124141693115
OneEmbedding,wasn't knowing,isn't boring,984,984_FF_him,ff,MismatchMismatch,obj,Cindy wasn't knowing that Helen isn't boring,him,8.280305862426758
OneEmbedding,wasn't knowing,isn't boring,984,984_MM_his,mm,MatchMatch,poss,Raymond wasn't knowing that the boy isn't boring,his,7.919362545013428
OneEmbedding,wasn't knowing,isn't boring,984,984_MF_his,mf,MatchMismatch,poss,Raymond wasn't knowing that Helen isn't boring,his,10.4652099609375
OneEmbedding,wasn't knowing,isn't boring,984,984_FM_his,fm,MismatchMatch,poss,Cindy wasn't knowing that the boy isn't boring,his,8.42039680480957
OneEmbedding,wasn't knowing,isn't boring,984,984_FF_his,ff,MismatchMismatch,poss,Cindy wasn't knowing that Helen isn't boring,his,12.886428833007812
OneEmbedding,wasn't arguing,respects,985,985_MM_him,mm,MatchMatch,obj,This grandfather wasn't arguing that this boyfriend respects,him,3.519573926925659
OneEmbedding,wasn't arguing,respects,985,985_MF_him,mf,MatchMismatch,obj,This grandfather wasn't arguing that Jacqueline respects,him,3.8486814498901367
OneEmbedding,wasn't arguing,respects,985,985_FM_him,fm,MismatchMatch,obj,Sonia wasn't arguing that this boyfriend respects,him,4.9352569580078125
OneEmbedding,wasn't arguing,respects,985,985_FF_him,ff,MismatchMismatch,obj,Sonia wasn't arguing that Jacqueline respects,him,4.453320026397705
OneEmbedding,wasn't arguing,respects,985,985_MM_his,mm,MatchMatch,poss,This grandfather wasn't arguing that this boyfriend respects,his,2.3866472244262695
OneEmbedding,wasn't arguing,respects,985,985_MF_his,mf,MatchMismatch,poss,This grandfather wasn't arguing that Jacqueline respects,his,4.183053970336914
OneEmbedding,wasn't arguing,respects,985,985_FM_his,fm,MismatchMatch,poss,Sonia wasn't arguing that this boyfriend respects,his,2.92752742767334
OneEmbedding,wasn't arguing,respects,985,985_FF_his,ff,MismatchMismatch,poss,Sonia wasn't arguing that Jacqueline respects,his,5.134856700897217
OneEmbedding,imagines,can research,986,986_MM_him,mm,MatchMatch,obj,Steve imagines that Omar can research,him,8.359664916992188
OneEmbedding,imagines,can research,986,986_MF_him,mf,MatchMismatch,obj,Steve imagines that Susan can research,him,7.258513927459717
OneEmbedding,imagines,can research,986,986_FM_him,fm,MismatchMatch,obj,Anna imagines that Omar can research,him,8.54550838470459
OneEmbedding,imagines,can research,986,986_FF_him,ff,MismatchMismatch,obj,Anna imagines that Susan can research,him,8.886348724365234
OneEmbedding,imagines,can research,986,986_MM_his,mm,MatchMatch,poss,Steve imagines that Omar can research,his,3.500138282775879
OneEmbedding,imagines,can research,986,986_MF_his,mf,MatchMismatch,poss,Steve imagines that Susan can research,his,5.4075846672058105
OneEmbedding,imagines,can research,986,986_FM_his,fm,MismatchMatch,poss,Anna imagines that Omar can research,his,3.7930498123168945
OneEmbedding,imagines,can research,986,986_FF_his,ff,MismatchMismatch,poss,Anna imagines that Susan can research,his,7.2313551902771
OneEmbedding,writes,reveals,987,987_MM_him,mm,MatchMatch,obj,Ronald writes that Peter reveals,him,8.266690254211426
OneEmbedding,writes,reveals,987,987_MF_him,mf,MatchMismatch,obj,Ronald writes that Amy reveals,him,11.183284759521484
OneEmbedding,writes,reveals,987,987_FM_him,fm,MismatchMatch,obj,Ruth writes that Peter reveals,him,8.893784523010254
OneEmbedding,writes,reveals,987,987_FF_him,ff,MismatchMismatch,obj,Ruth writes that Amy reveals,him,12.281426429748535
OneEmbedding,writes,reveals,987,987_MM_his,mm,MatchMatch,poss,Ronald writes that Peter reveals,his,3.232703447341919
OneEmbedding,writes,reveals,987,987_MF_his,mf,MatchMismatch,poss,Ronald writes that Amy reveals,his,8.049509048461914
OneEmbedding,writes,reveals,987,987_FM_his,fm,MismatchMatch,poss,Ruth writes that Peter reveals,his,3.094167709350586
OneEmbedding,writes,reveals,987,987_FF_his,ff,MismatchMismatch,poss,Ruth writes that Amy reveals,his,8.685500144958496
OneEmbedding,admitted,left,988,988_MM_him,mm,MatchMatch,obj,Andrew admitted that Bill left,him,2.974794864654541
OneEmbedding,admitted,left,988,988_MF_him,mf,MatchMismatch,obj,Andrew admitted that Elizabeth left,him,2.2537026405334473
OneEmbedding,admitted,left,988,988_FM_him,fm,MismatchMatch,obj,Kimberley admitted that Bill left,him,4.077240943908691
OneEmbedding,admitted,left,988,988_FF_him,ff,MismatchMismatch,obj,Kimberley admitted that Elizabeth left,him,3.1354267597198486
OneEmbedding,admitted,left,988,988_MM_his,mm,MatchMatch,poss,Andrew admitted that Bill left,his,3.9975998401641846
OneEmbedding,admitted,left,988,988_MF_his,mf,MatchMismatch,poss,Andrew admitted that Elizabeth left,his,4.951867580413818
OneEmbedding,admitted,left,988,988_FM_his,fm,MismatchMatch,poss,Kimberley admitted that Bill left,his,3.859637975692749
OneEmbedding,admitted,left,988,988_FF_his,ff,MismatchMismatch,poss,Kimberley admitted that Elizabeth left,his,5.684361457824707
OneEmbedding,shouldn't propose,has alarmed,989,989_MM_him,mm,MatchMatch,obj,Timothy shouldn't propose that Timothy has alarmed,him,3.442214250564575
OneEmbedding,shouldn't propose,has alarmed,989,989_MF_him,mf,MatchMismatch,obj,Timothy shouldn't propose that Stacy has alarmed,him,2.8163063526153564
OneEmbedding,shouldn't propose,has alarmed,989,989_FM_him,fm,MismatchMatch,obj,Sandra shouldn't propose that Timothy has alarmed,him,4.486745357513428
OneEmbedding,shouldn't propose,has alarmed,989,989_FF_him,ff,MismatchMismatch,obj,Sandra shouldn't propose that Stacy has alarmed,him,3.840339422225952
OneEmbedding,shouldn't propose,has alarmed,989,989_MM_his,mm,MatchMatch,poss,Timothy shouldn't propose that Timothy has alarmed,his,4.599106788635254
